PlaceId,Nome,Endereco,Telefone,Website,Avaliacao,TotalAvaliacoes,FaixaPreco,Tipos,Latitude,Longitude,Horario_Semana,AbertoAgora,StatusNegocio,Regiao
ChIJg8Htet9azpQRJL1Ex6b9A-Y,Marmitex Bonfim Refeições,"R. Domiciano Leite Ribeiro, 787 - Vila Guarani, São Paulo - SP, 04317-000, Brazil",+55 11 98059-3809,,4.9,134.0,,"establishment, food, point_of_interest, restaurant",-23.6456837,-46.6324348,,,CLOSED_TEMPORARILY,Itaú CEIC (Jabaquara)
ChIJKxBQFN5azpQRXT1kn1mD8VQ,Padaria Cidade Vargas e Restaurante Perto da Expo Imigrantes SP,"R. Charruas, 278 - Vila Guarani, São Paulo - SP, 04317-240, Brazil",+55 11 3384-3719,,3.9,762.0,2.0,"bakery, establishment, food, meal_takeaway, point_of_interest, restaurant, store",-23.644795,-46.63578769999999,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: 6:00 AM – 10:00 PM; Sunday: 6:00 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJaSN4PN5azpQR5O2h7z_aHzg,Lanchonete das Baixinhas/Cidade Vargas,"R. Ouricana, 227 - Vila Guarani, São Paulo - SP, 04317-240, Brazil",+55 11 5011-4360,https://instagram.com/lanchonete_baixinhas?igshid=16ecafivndf2o,4.2,155.0,,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6445726,-46.6352664,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJQR1xPN5azpQRB11xZChm8kg,Lanchonete 3 Irmãos,"R. Ouricana, 227 - Vila Guarani, São Paulo - SP, 04317-240, Brazil",+55 11 5011-4360,,4.2,20.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6445659,-46.6352425,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 10:00 AM – 7:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJM8bMsHr0QK0RFlKqDEDHpK8,BISTRÔ DO CHEF,"Av. Lino de Almeida Pires, 532 - Vila Guarani, São Paulo - SP, 04317-180, Brazil",+55 11 98513-1115,http://bistrodochef.renderforestsites.com/,,,,"establishment, food, meal_delivery, point_of_interest, restaurant",-23.6431821,-46.6342208,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJO0hP_oFbzpQRQQ_O4zuE6HE,Bar da Praça - Vila Guarani,"Praça Nova América, 158 - Vila Guarani, São Paulo - SP, 04316-090, Brazil",+55 11 98759-8750,https://instagram.com/_bardapraca_?igshid=YmMyMTA2M2Y=,4.6,293.0,,"bar, establishment, food, point_of_interest, restaurant",-23.6406005,-46.6355635,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 12:00 AM; Saturday: 8:00 AM – 12:00 AM; Sunday: 8:00 AM – 5:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJw6mcb31bzpQRZYl-uzekGHQ,Hamburgueria Blade Burguer,"R. Bicudo de Brito, 562 - Vila Guarani, São Paulo - SP, 04316-060, Brazil",+55 11 98416-7980,https://www.ifood.com.br/delivery/sao-paulo-sp/blade-burguer-vila-guarani-z-sul/19dcf38f-aca4-414e-a3b3-0bb45bf1f55b?UTM_Medium=share,,,,"establishment, food, point_of_interest, restaurant",-23.6406537,-46.6342116,Monday: Closed; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJN8PmrOFazpQRofetGzgjKI0,Pizzaria Laica's,"R. Gen. Gastão Goularte, 150-152 - Vila Guarani (Zona Sul), São Paulo - SP, 04316-110, Brazil",+55 11 5011-6551,,4.3,167.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6407301,-46.63394,Monday: 6:00 – 11:00 PM; Tuesday: 6:00 – 11:00 PM; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:00 PM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJNTXMzHpbzpQRMDQKLLE_DQ0,DaCoxa Salgateria,"Rua General Gastão Goulart - Vila Guarani, São Paulo - SP, 04316-110, Brazil",+55 11 96978-1369,,,,,"establishment, food, point_of_interest, restaurant",-23.6407132,-46.6335477,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 12:00 AM; Saturday: 8:00 AM – 12:00 AM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJDR-JNuBazpQRj_6m8-q3brs,Otoni Lanches,"Av. Lino de Almeida Pires, 239 - Vila Guarani (Zona Sul), São Paulo - SP, 04317-180, Brazil",+55 948184068,,4.8,33.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6409397,-46.6329628,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 8:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 8:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJZ4u9NeBazpQRA-zf4xwRKUE,Padaria| Confeitaria| Padaria Daniela na Vila Guarani SP,"Av. Lino de Almeida Pires, 227 - Vila Guarani (Zona Sul), São Paulo - SP, 04317-180, Brazil",+55 11 5012-2721,,4.4,753.0,2.0,"bakery, establishment, food, meal_takeaway, point_of_interest, restaurant, store",-23.6408593,-46.6329786,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: 6:30 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJAzV4u-tbzpQRelAJ5DpPOS4,Rillary RM Restaurante e Pizzaria,"R. Gen. Gastão Goularte, 259 - Vila Guarani (Zona Sul), São Paulo - SP, 04316-110, Brazil",+55 11 5012-4277,,4.5,20.0,,"establishment, food, point_of_interest, restaurant",-23.6406778,-46.6329259,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: 11:00 AM – 3:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ5-E5JLJbzpQRss9vsg4yeP4,S&M - Restaurante e Pizzaria,"R. Gen. Gastão Goularte, 259 - Vila Guarani (Zona Sul), São Paulo - SP, 04316-110, Brazil",+55 11 97499-0182,,4.4,179.0,,"establishment, food, point_of_interest, restaurant",-23.6406187,-46.6329414,Monday: 10:30 AM – 3:30 PM; Tuesday: 10:00 AM – 12:00 AM; Wednesday: 10:30 AM – 10:00 PM; Thursday: 10:30 AM – 10:00 PM; Friday: 10:30 AM – 10:00 PM; Saturday: 10:30 AM – 10:00 PM; Sunday: 10:00 AM – 3:30 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJIy7BlqxbzpQR7Mk3c-Hf7Kc,Elydia Delight,"Av. Lino de Almeida Pires, 17 - Vila Guarani, São Paulo - SP, 04317-180, Brazil",+55 11 93436-4830,http://dire.to/elydiadelight,5.0,8.0,,"establishment, food, point_of_interest, restaurant",-23.640322,-46.632865,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJj1A4WwxbzpQRPehchXGuoMM,Hamburgueria Ybrasa - Burger artesanal de verdade!,"Av. Leonardo da Vinci, 2184 - Vila Guarani (Zona Sul), São Paulo - SP, 04313-002, Brazil",+55 11 95629-5369,http://www.ybrasa.com.br/,4.8,181.0,,"establishment, food, point_of_interest, restaurant",-23.6396438,-46.6346676,Monday: Closed; Tuesday: 6:00 – 10:00 PM; Wednesday: 6:00 – 10:00 PM; Thursday: 6:00 – 10:00 PM; Friday: 6:00 – 11:00 PM; Saturday: 6:00 – 11:00 PM; Sunday: 4:00 – 10:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJBw796OFbzpQRIvOYGfreSjo,Espaço Gourmet da Rô,"Av. Leonardo da Vinci, 2320 - Vila Guarani, São Paulo - SP, 04313-002, Brazil",+55 11 95871-9244,,4.4,46.0,,"establishment, food, meal_delivery, point_of_interest, restaurant",-23.6392813,-46.6335232,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:00 AM – 3:00 PM; Wednesday: 11:00 AM – 3:00 PM; Thursday: 11:00 AM – 3:00 PM; Friday: 11:00 AM – 3:00 PM; Saturday: 11:00 AM – 3:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ_7nd_F9bzpQRl6U9Hf5M-a8,Pastelaria Imigrantes Shalom Shalom,"Rua: Etruscos, 48 - Vila Guarani, São Paulo - SP, 04317-008, Brazil",,,5.0,1.0,,"establishment, food, point_of_interest, restaurant",-23.6400393,-46.6309348,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJHyRzYgBbzpQRUi7sQO-ztQQ,Marmita das meninas oficial,"Rua Etruscos, 13 - Jabaquara, São Paulo - SP, 04317-010, Brazil",+55 11 95723-1378,https://www.instagram.com/marmitadasmeninasoficial/profilecard/?igsh=aW1yNDI4ajkxaXgy,5.0,3.0,,"establishment, food, point_of_interest, restaurant",-23.6399614,-46.6308009,Monday: 10:00 AM – 4:00 PM; Tuesday: 10:00 AM – 4:00 PM; Wednesday: 10:00 AM – 4:00 PM; Thursday: 10:00 AM – 4:00 PM; Friday: 10:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJbz2U2NJbzpQRB5OhmU86Vjw,Água Funda Food Truck / Cantinho das Meninas,"Av. Água Funda, 194 - Vila Guarani, São Paulo - SP, 04316-020, Brazil",+55 11 94727-5142,,4.7,52.0,,"establishment, food, point_of_interest, restaurant",-23.6379109,-46.635309,Monday: 6:00 PM – 2:00 AM; Tuesday: 6:00 PM – 1:00 AM; Wednesday: 6:00 PM – 1:00 AM; Thursday: 6:00 PM – 3:00 AM; Friday: 6:00 PM – 3:00 AM; Saturday: 6:00 PM – 3:00 AM; Sunday: 5:00 PM – 1:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJQ9HAY7hbzpQRSP3xfgEgZLY,Curisco street espeto,"Praça Vitor Godinho - Vila Guarani, São Paulo - SP, 04313-020, Brazil",+55 11 98825-0387,,5.0,6.0,,"establishment, food, point_of_interest, restaurant",-23.6383994,-46.6325003,Monday: 5:30 – 10:00 PM; Tuesday: 5:30 – 10:00 PM; Wednesday: 5:30 – 10:00 PM; Thursday: 5:30 – 10:00 PM; Friday: 5:30 – 10:00 PM; Saturday: Closed; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ8fhvouNazpQRajz4k9XNmz4,Bar e Restaurante João,"R. Engenheiro Edson de Toledo, 247 - Vila Guarani, São Paulo - SP, 04314-140, Brazil",+55 11 5014-9970,,4.5,132.0,1.0,"bar, establishment, food, point_of_interest, restaurant",-23.6370452,-46.6354547,Monday: 7:30 AM – 10:00 PM; Tuesday: 7:30 AM – 10:00 PM; Wednesday: 7:30 AM – 10:00 PM; Thursday: 7:30 AM – 10:00 PM; Friday: 7:30 AM – 10:00 PM; Saturday: 7:30 AM – 10:00 PM; Sunday: 7:30 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJOVEhLe9bzpQRV6AnRyP9Slo,Pizzaria ESCOLHA II - Pizzaria Jabaquara,"Av. Água Funda, 286 - Jabaquara, São Paulo - SP, 04316-020, Brazil",+55 11 5012-5025,http://pizzariaescolha2.123pizza.com.br/,3.0,147.0,,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",-23.6375192,-46.6344389,Monday: Closed; Tuesday: 6:00 PM – 12:00 AM; Wednesday: 6:00 PM – 12:00 AM; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 PM – 12:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ8RpQtuNazpQRAPBzkG-O5Rs,Mini Mercado Água Funda,"Av. Água Funda, 322 - Vila Guarani (Zona Sul), São Paulo - SP, 04316-020, Brazil",,https://www.lojalocal.com/amstel/11101633000102,4.5,225.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6374037,-46.6341471,Monday: 6:30 AM – 9:00 PM; Tuesday: 6:30 AM – 9:00 PM; Wednesday: 6:30 AM – 9:00 PM; Thursday: 6:30 AM – 9:00 PM; Friday: 6:30 AM – 9:00 PM; Saturday: 7:00 AM – 7:00 PM; Sunday: 7:00 AM – 6:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJZbYtiHlbzpQRpLyokysQtI4,Hamburgueria Muniz,"R. Cazério Lembo, 312 - Vila Guarani (Zona Sul), São Paulo - SP, 04314-090, Brazil",+55 11 95385-9706,,4.5,2.0,,"establishment, food, point_of_interest, restaurant",-23.6366292,-46.6345028,Monday: Closed; Tuesday: 5:00 PM – 12:00 AM; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: 5:00 PM – 12:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJaZTOiORazpQRPfq-dJK31lE,Bar Do Zeca,"Vila Guarani, São Paulo - State of São Paulo, 04314-140, Brazil",+55 11 2613-8427,,4.6,96.0,1.0,"bar, establishment, food, point_of_interest, restaurant",-23.6371091,-46.63743969999999,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJyVTWnuRazpQREPY0J0_Mi_c,Carvalho’s Bar,"R. Lucrécia Maciel - Vila Guarani, São Paulo - SP, 04314-130, Brazil",+55 11 4801-3310,,4.8,37.0,,"establishment, food, point_of_interest, restaurant",-23.6362209,-46.6370048,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJIe_HOoRbzpQRpX3l5oU7utY,BRK BRIGADEIROS,"Praça Vitor Godinho, 93 - Jabaquara, São Paulo - SP, 04313-020, Brazil",+55 11 94053-7693,,4.5,32.0,,"bakery, establishment, food, point_of_interest, restaurant, store",-23.6377545,-46.6328298,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJDat11t5bzpQRu1Te0HBuMk8,Pizzaria Estrela da Pizza,"Rua Simão da Matta, 288 - Vila Guarani (Zona Sul), São Paulo - SP, 04314-000, Brazil",+55 11 97732-8999,http://estreladapizza.menudino.com/,4.1,55.0,,"establishment, food, point_of_interest, restaurant",-23.6356838,-46.63446709999999,Monday: Closed; Tuesday: 6:00 PM – 12:00 AM; Wednesday: 6:00 PM – 12:00 AM; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 1:00 AM; Saturday: 6:00 PM – 12:59 AM; Sunday: 6:00 PM – 1:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJZ5vE4uJazpQRC6WYckslq2k,Mercado Mbg,"Vila Guarani, São Paulo - State of São Paulo, 04314-000, Brazil",,,2.7,3.0,,"establishment, food, point_of_interest, restaurant",-23.6356069,-46.6342179,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 3:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJAco-9N5bzpQRpd1J3G16bk4,Batata Burger,"Rua Simão da Matta, 319a - Vila Guarani, São Paulo - SP, 04314-000, Brazil",+55 11 5014-9988,https://www.facebook.com/Batata-Burger-1650258475095973,4.4,166.0,,"establishment, food, point_of_interest, restaurant",-23.635433,-46.6342158,Monday: 6:00 PM – 1:00 AM; Tuesday: 6:00 PM – 1:00 AM; Wednesday: 6:00 PM – 1:00 AM; Thursday: 6:00 PM – 1:00 AM; Friday: 6:00 PM – 1:00 AM; Saturday: 6:00 PM – 1:00 AM; Sunday: 6:00 PM – 1:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJbXS1RdBbzpQRJB4BBV7eGkk,Brasa Assados,"Av. Leonardo da Vinci, 2571 - Vila Guarani (Zona Sul), São Paulo - SP, 04313-002, Brazil",+55 11 94580-1820,http://www.instagram.com/brasa_assadoss,4.6,11.0,,"establishment, food, point_of_interest, restaurant",-23.6375694,-46.6320069,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: 9:00 AM – 3:00 PM; Sunday: 9:00 AM – 3:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJUY7n-OFazpQR9j5vird3q6I,Vai de Pizza,"Atendimento on-line via whatsapp (11 - Av. Leonardo da Vinci, 2575 - 96425-6369 - Vila Guarani (Zona Sul), São Paulo - SP, 04313-002, Brazil",+55 11 5011-1000,http://www.vaidepizza.com.br/,4.4,146.0,,"establishment, food, point_of_interest, restaurant",-23.6375258,-46.6320084,Monday: 6:00 – 11:30 PM; Tuesday: 6:00 – 11:30 PM; Wednesday: 6:00 – 11:30 PM; Thursday: 6:00 – 11:30 PM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 – 11:30 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJf5QXpnFbzpQReVZI5-gF3CU,Manjericão Hamburgueria - Jabaquara,"R. Domiciano Leite Ribeiro, 51 - Vila Guarani (Zona Sul), São Paulo - SP, 04317-000, Brazil",+55 11 97588-2292,,4.8,16.0,,"establishment, food, meal_delivery, point_of_interest, restaurant",-23.6385371,-46.6318422,Monday: 8:30 – 11:00 PM; Tuesday: 8:30 – 11:00 PM; Wednesday: Closed; Thursday: Closed; Friday: 7:00 – 11:00 PM; Saturday: 6:00 – 11:00 PM; Sunday: 7:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ6eaey2xbzpQRlMfdfSCEgu4,K&K Lanchonete,"Rua João Baptista Ventura, 175 - Vila Guarani (Zona Sul), São Paulo - SP, 04314-030, Brazil",+55 11 95819-3045,,3.3,14.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6357238,-46.6323774,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJP088pPxazpQRlmwdHEU1eoA,Edy-Luma Bar e Restaurante,"Av. Diederichsen, 1379 - Vila Guarani (Zona Sul), São Paulo - SP, 04310-001, Brazil",+55 11 95018-6786,,4.3,63.0,,"bar, establishment, food, point_of_interest, restaurant",-23.6342378,-46.6352243,Monday: 11:00 AM – 8:00 PM; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 11:00 AM – 8:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 11:00 AM – 8:00 PM; Saturday: 11:00 AM – 8:00 PM; Sunday: 11:00 AM – 8:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJu_cwAINbzpQRy__iKrJdxhI,A Senhora Tapioca,"Av. do Café, 836 - Vila Guarani, São Paulo - SP, 04311-001, Brazil",+55 11 96209-5276,,4.7,7.0,,"establishment, food, point_of_interest, restaurant",-23.6324642,-46.6354125,,,CLOSED_TEMPORARILY,Itaú CEIC (Jabaquara)
ChIJc13T5_xazpQRVA0l0uluIaY,Eliane Restaurante,"R. Abraão Miguel do Carmo, 172 - Vila Guarani, São Paulo - SP, 04306-090, Brazil",+55 11 5012-4729,,4.5,394.0,1.0,"establishment, food, point_of_interest, restaurant",-23.6328381,-46.6349081,Monday: 11:30 AM – 3:00 PM; Tuesday: 11:30 AM – 3:00 PM; Wednesday: 11:30 AM – 3:00 PM; Thursday: 11:30 AM – 3:00 PM; Friday: 11:30 AM – 3:00 PM; Saturday: 11:30 AM – 3:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJw7fcBf1azpQRh22EEKBkBOY,Pizzaria Turim,"R. Domingos de Santa Maria, 656 - Vila Guarani (Zona Sul), São Paulo - SP, 04311-040, Brazil",+55 32054104,,4.8,17.0,,"establishment, food, point_of_interest, restaurant",-23.6316961,-46.6338199,Monday: 6:00 – 11:00 PM; Tuesday: 6:00 – 11:30 PM; Wednesday: 6:00 – 11:30 PM; Thursday: 6:00 – 11:30 PM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 PM – 12:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJwQABFB1ZzpQRsRjIKLeKZiE,Açaí Com Desejos,"R. Humberto de Campos, 41 - Vila Guarani, São Paulo - SP, 04311-080, Brazil",+55 11 96209-5276,,4.8,76.0,,"establishment, food, point_of_interest, restaurant",-23.6319384,-46.6372551,Monday: 1:30 – 9:00 PM; Tuesday: 1:30 – 9:00 PM; Wednesday: 1:30 – 9:00 PM; Thursday: 1:30 – 9:00 PM; Friday: 1:30 – 9:00 PM; Saturday: 2:00 – 9:00 PM; Sunday: 2:00 – 9:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJRYSYYZtbzpQRbVmrYFeIjoU,WalPizza,"Av. Diederichsen, 1583 - Jabaquara, São Paulo - SP, 04310-001, Brazil",+55 11 4114-0377,,5.0,1.0,,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",-23.6338692,-46.6346249,Monday: 5:00 – 11:00 PM; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: 5:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJQUIUnPtazpQRT5TmtR0UaMk,Unosso Bar,"Av. do Café, 602 - Conceição, São Paulo - SP, 04311-201, Brazil",+55 11 94841-1937,https://www.instagram.com/u.nossobar/reel/C5BQF2qL_G1/,4.4,309.0,2.0,"bar, establishment, food, point_of_interest, restaurant",-23.6325485,-46.6374428,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:00 AM – 3:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 8:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJv_oLyvxazpQRJOqmJ4_l3xg,Capital Bar e Hamburgueria,"Av. Diederichsen, 1477 - Vila Guarani (Zona Sul), São Paulo - SP, 04310-001, Brazil",+55 11 2985-0802,https://linktr.ee/capitalrockbar,4.5,315.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6340948,-46.6355231,Monday: Closed; Tuesday: Closed; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ76cU47BbzpQR3t6icnMFJgc,local1559,"Av. Diederichsen, 1559 - Jabaquara, São Paulo - SP, 04310-001, Brazil",+55 11 5016-1491,,4.2,6.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6340557,-46.63482459999999,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 3:00 AM – 10:00 PM; Sunday: 7:00 – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJMT1lUABbzpQRn55S8rBdmHU,Ibirapuera,"R. Domingos de Santa Maria, 243 - Vila Guarani (Zona Sul), São Paulo - SP, 04311-040, Brazil",,,,,,"establishment, food, point_of_interest, restaurant",-23.6312938,-46.6376441,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJXzKILz9bzpQR41KRmm5LFwA,SP THEMMA'S bar,"R. Teresa Toedtli, 67 - Vila Guarani (Zona Sul), São Paulo - SP, 04311-030, Brazil",,https://www.facebook.com/profile.php?id=100080513890892,5.0,9.0,,"bar, establishment, food, point_of_interest, restaurant",-23.6321476,-46.6378582,Monday: Closed; Tuesday: Closed; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 9:00 AM – 8:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJKQS60PVbzpQRcjS0Lt5v7ZY,Comida da Vila,"R. Teresa Toedtli, 67 - Vila Guarani (Zona Sul), São Paulo - SP, 04311-030, Brazil",+55 11 96714-3030,,5.0,11.0,,"bar, establishment, food, point_of_interest, restaurant",-23.632148,-46.63787869999999,Monday: 11:00 AM – 11:30 PM; Tuesday: 11:00 AM – 11:30 PM; Wednesday: 11:30 AM – 11:30 PM; Thursday: 11:00 AM – 11:30 PM; Friday: 11:30 AM – 11:30 PM; Saturday: 11:00 AM – 11:30 PM; Sunday: 11:00 AM – 6:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
